X;Y
208;3,737797518
209;3,40666236
210;3,041153697
211;2,187210921
212;1,990368152
213;1,772771483
214;2,068652415
215;2,437044309
216;3,005231942
217;3,280347571
218;3,805276049
219;3,957155354
220;3,81035703
221;3,411856173
222;2,726174757
223;2,238381682
224;2,395654314
225;1,585864228
226;2,177144178
227;2,407586811
228;2,931930866
229;3,35916341
230;3,601806778
231;3,88425294
232;3,632394903
233;3,262942606
234;3,041134002
235;2,1230719
236;1,632293909
237;2,228161494
238;2,395121698
239;2,476538871
240;3,042258518
241;3,577739894
242;3,821664801
243;3,822622718
244;4,003839358
245;3,465273801
246;3,03307542
247;2,638476073
248;2,045129488
249;1,909851308
250;2,059346661
251;2,333714822
252;2,91025137
253;3,601097363
254;3,811498721
255;4,17498395
256;3,736467493
257;3,786654253
258;2,775139533
259;2,299999768
260;2,277181573
261;2,182322102
262;2,47252066
263;2,369722601
264;2,97217362
265;3,585282679
266;4,061442791
267;3,94561667
268;3,982079732
269;3,619941548
270;3,091591262
271;2,463071529
272;2,35721753
273;2,204585737
274;1,803059243
275;2,571282296
276;3,15376402
277;3,484234269
278;3,852951232
279;4,350650549
280;4,034181525
281;3,768695354
282;3,26937638
283;2,435547217
284;2,578538642
285;2,082385195
286;2,461898369
287;2,731324183
288;3,189355106
289;3,630522468
290;4,242129021
291;4,062872859
292;4,23184169
293;3,72080621
294;3,207690448
295;2,736583028
296;2,434399567
297;2,327986257
298;2,295243257
299;2,794296456
300;3,202368779
301;3,793182994
302;4,193651803
303;4,318821681
304;3,992014922
305;3,845518368
306;3,139256578
307;2,803139353
308;2,257217532
309;2,31812102
310;2,239222791
311;3,02227617
312;3,273299562
313;3,838195231
314;4,075760006
315;4,158364931
316;4,282099681
317;3,704785133
318;3,406779308
319;2,662800666
320;2,34295553
321;2,208848363
322;2,261986041
323;2,850413875
324;3,504342194
325;3,632954483
326;4,302198741
327;4,128911102
328;4,127954665
329;3,787056778
330;3,572929624
331;2,952072135
332;2,514209742
333;2,13124377
334;2,269651983
335;2,937470955
336;3,501646427
337;3,940342139
338;4,07634011
339;4,339821775
340;4,331040875
341;3,936663436
342;3,191111541
343;2,809583245
344;2,480958196
345;2,208146408
346;2,480331362
347;2,90542645
348;3,315333846
349;3,895345551
350;4,347033379
351;4,396779955
352;4,168805172
353;3,92271875
354;3,476483693
355;2,745119092
356;2,615893541
357;2,577259563
358;2,551725734
359;2,804508571
360;3,2871996
361;4,016668908
362;4,220214833
363;4,453862576
364;4,062622736
365;3,933649385
366;3,524060576
367;2,836998821
368;2,517406539
369;2,394161829
370;2,432832317
371;3,041259749
372;3,626238612
373;4,058889889
374;4,051458056
375;4,493008636
376;4,114980307
377;3,882407378
378;3,318724763
379;2,946183773
380;2,667336148
381;2,455811985
382;2,555831397
383;3,35506012
384;3,553680875
385;4,101794512
386;4,485567686
387;4,664726736
388;4,523618434
389;4,124811114
390;3,543932825
391;2,927818371
392;2,673134005
393;2,523522095
394;2,459856885
395;2,896439663
396;4,102052833
397;4,16161765
398;4,620950096
399;4,760746223
400;4,583461944
401;4,008032618
402;3,439266399
403;3,13259968
404;2,710903722
405;2,739503952
406;2,910493249
407;2,885970961
408;3,288599749
409;4,130861664
410;4,37079019
411;4,515116057
412;4,661037477
413;4,193039021
414;3,724423182
415;2,889229038
416;2,96708017
417;2,657854991
418;2,825329087
419;3,247109026
420;3,644737525
421;4,332158909
422;4,630785733
423;4,963057228
424;4,444003475
425;4,367746461
426;3,46901731
427;3,639756992
428;2,726352697
429;2,975631335
430;2,987835856
431;3,373518178
432;3,532300396
433;4,095824165
434;4,677295013
435;4,759869967
436;4,447486804
437;3,874341576
438;3,54825868
439;3,32348904
440;3,085902522
441;2,716313844
442;2,754953077
443;3,033716961
444;3,808651496
445;4,294201047
446;4,698814737
447;4,826468159
448;4,588195187
449;4,34636392
450;4,083238605
451;3,375925125
452;2,73987437
453;2,857547482
454;3,173390461
455;3,405984448
456;3,801233136
457;4,355041528
458;4,806760673
459;4,783542143
460;5,212541573
461;4,373940027
462;3,743522497
463;3,296369031
464;2,858350397
465;2,890826293
466;3,243332456
467;3,457474681
468;3,934171893
469;4,326398047
470;4,515291127
471;4,754850814
472;4,600050959
473;4,443395103
474;3,990436343
475;3,453640329
476;2,677809919
477;2,746251637
478;2,918707119
479;3,56410376
480;3,943944879
481;4,245407831
482;4,86183921
483;5,077246065
484;4,928453438
485;4,729191174
486;3,781735986
487;3,655723736
488;3,26793639
489;2,891547859
490;3,219736203
491;3,146766365
492;3,908740542
493;4,356290881
494;4,858116056
495;5,116087179
496;5,127983139
497;4,347898878
498;3,900313284
499;3,617723041
500;3,154364625
