X;Y
56,25;6,955629016
56,5;6,62787097
56,75;6,629535112
57;6,629600495
57,25;6,245604563
57,5;5,944347633
57,75;5,877358089
58;5,636621979
58,25;5,696321302
58,5;5,97697623
58,75;6,541125701
59;7,102763351
59,25;7,459417481
59,5;7,997770887
59,75;8,216818551
60;8,319512842
60,25;8,822038785
60,5;9,105987068
60,75;9,62004475
61;9,816316372
61,25;10,33677384
61,5;10,08627878
61,75;10,0846728
62;9,637804374
62,25;9,309976388
62,5;9,213106022
62,75;9,292292386
63;9,220733808
63,25;9,166070688
63,5;8,706189565
63,75;8,316659837
64;7,916434103
64,25;7,80223325
64,5;7,848188067
64,75;7,876699922
65;8,08907983
65,25;8,121786182
65,5;8,484856568
65,75;8,650412035
66;8,607353609
66,25;8,633209311
66,5;8,546505185
66,75;8,807001292
67;9,348205894
67,25;9,443379359
67,5;9,586460395
67,75;9,489705552
68;8,904114435
68,25;8,793754603
68,5;8,420678836
68,75;8,057560575
69;7,810487108
69,25;8,002920352
69,5;7,829439115
69,75;7,480954473
70;7,325799088
70,25;7,006503624
70,5;6,6836361
70,75;6,745121783
71;7,230193634
71,25;7,638085815
71,5;8,132106761
71,75;8,462112285
72;8,871880208
72,25;9,339577855
72,5;9,767053834
72,75;9,834273565
73;10,25042455
73,25;10,78656588
73,5;11,24888406
73,75;11,44125121
74;11,60323793
74,25;11,55701339
74,5;11,04981573
74,75;10,83946364
75;10,54260732
75,25;10,71918257
75,5;10,70573223
75,75;10,45082793
76;10,2185528
76,25;9,708876318
76,5;9,36696559
76,75;9,249739114
77;8,87898408
77,25;8,961734066
77,5;9,121731861
77,75;9,211095347
78;9,827614922
78,25;9,770172164
78,5;9,819639729
78,75;9,876490836
79;10,00632059
79,25;10,1202168
79,5;10,32826248
79,75;10,70636368
80;10,86411106
80,25;10,69653709
80,5;10,32019579
80,75;10,02058774
81;9,595251518
81,25;9,442077481
81,5;9,195504748
81,75;9,168885167
82;9,09238295
82,25;8,903902794
82,5;8,443331437
82,75;8,386098114
83;8,330866624
83,25;8,019204302
83,5;8,44400722
83,75;8,812353612
84;9,288257689
84,25;9,948548943
84,5;10,22166541
84,75;10,45326916
85;10,62004677
85,25;10,89901982
85,5;11,46573459
85,75;11,83662876
86;12,35126154
86,25;12,71866818
86,5;12,90222857
86,75;12,7171658
87;12,48624676
87,25;12,38102174
87,5;11,98970646
87,75;11,96334184
88;11,69592494
88,25;11,82078588
88,5;11,4258583
88,75;11,05697559
89;10,87450273
89,25;10,4653967
89,5;10,19675682
89,75;10,19043068
90;10,34260823
90,25;10,5612105
90,5;10,77526234
90,75;11,03933588
91;11,23648691
91,25;11,03133684
91,5;11,1739203
91,75;11,20204524
92;11,61742499
92,25;11,66199071
92,5;11,97528334
92,75;11,9730372
93;11,73580561
93,25;11,24354107
93,5;11,05268805
93,75;10,63858962
94;10,55363406
94,25;10,48080421
94,5;10,22664098
94,75;10,20634797
95;9,937164531
95,25;9,720152907
95,5;9,405885792
95,75;9,540999068
96;9,658454432
96,25;9,800608607
96,5;10,35727767
96,75;10,89684854
97;11,21858534
97,25;11,46292732
97,5;12,059119
97,75;12,05434276
98;12,38380102
98,25;12,97569622
98,5;13,46582857
98,75;13,89385041
99;14,05137223
99,25;14,03684553
99,5;13,86426994
99,75;13,46236613
100;13,17899573
100,25;12,93252647
100,5;13,12633495
100,75;13,08352521
101;12,93553843
101,25;12,38731859
101,5;12,19888412
101,75;11,75490526
102;11,54440617
102,25;11,65369947
102,5;11,51880975
102,75;11,95036159
103;12,04595389
103,25;12,32410537
103,5;12,34421356
103,75;12,36751901
104;12,35520712
104,25;12,51594224
104,5;12,68240111
104,75;13,23018471
105;13,21624052
105,25;13,27560522
105,5;13,20402919
105,75;12,89462053
106;12,31166624
106,25;11,95386375
106,5;11,5278423
106,75;11,71678812
107;11,64035474
107,25;11,52472535
107,5;11,30742632
107,75;10,96704064
108;10,54526701
108,25;10,62986072
108,5;10,84363029
108,75;11,04294621
109;11,41554785
109,25;11,94612042
109,5;12,39246646
109,75;12,8273416
110;12,96271672
110,25;13,2181215
110,5;13,70704198
110,75;14,13846212
111;14,80657511
111,25;15,21273274
111,5;15,31664256
111,75;15,2230295
112;15,12965364
112,25;15,04590791
112,5;14,489977
112,75;14,51031827
113;14,28929265
113,25;14,31762343
113,5;14,18100858
113,75;13,79232779
114;13,46182949
114,25;13,03414301
114,5;12,64337944
114,75;12,67022961
115;12,705211
115,25;13,01802277
115,5;13,36263497
115,75;13,50421853
116;13,77226818
116,25;13,69346751
116,5;13,59376368
116,75;13,83622249
117;13,95597603
117,25;14,23614076
117,5;14,39303616
117,75;14,69663555
118;14,37879347
118,25;14,19849907
118,5;13,85207061
118,75;13,34592964
119;12,96643572
119,25;13,01057834
119,5;12,81373563
119,75;12,8842021
120;12,49958486
120,25;12,44670733
120,5;12,07492586
120,75;11,91970843
121;11,84242145
121,25;12,22669039
121,5;12,4916364
121,75;13,30874034
122;13,66872075
122,25;13,98092276
122,5;14,21698042
122,75;14,58046729
123;14,82107899
123,25;15,32276557
123,5;15,86072486
123,75;16,48674472
124;16,54040494
124,25;16,55787534
124,5;16,2657863
124,75;16,31497926
125;15,90782647
125,25;15,68475922
125,5;15,68640413
125,75;15,6440784
126;15,39021932
126,25;15,3274621
126,5;14,9743691
126,75;14,35074138
127;13,93065031
127,25;14,00543845
127,5;13,81757373
127,75;14,27026343
128;14,3601532
128,25;14,71584477
128,5;14,90891763
128,75;15,07156764
129;14,70013363
129,25;15,05829211
129,5;15,18607596
129,75;15,24027739
130;15,79298072
130,25;15,73942599
130,5;15,76689764
130,75;15,37271903
131;15,15912917
131,25;14,5698616
131,5;14,30573731
131,75;14,37503583
132;14,17492911
132,25;14,1099856
132,5;13,96271969
132,75;13,72308093
133;13,67705172
133,25;13,37627365
133,5;13,22804492
133,75;13,29725958
134;13,90729678
134,25;14,04513802
134,5;14,68003848
134,75;15,18453677
135;15,41331022
135,25;15,73995657
135,5;15,91851211
135,75;16,21154012
136;16,91991487
136,25;17,33955596
136,5;17,76004473
136,75;17,87089401
137;17,79772332
137,25;17,56395564
137,5;17,24289332
137,75;17,04453321
138;16,64111208
138,25;16,73907252
138,5;16,72483824
138,75;16,48173914
139;16,05279325
139,25;15,81292679
139,5;15,58825709
139,75;15,29569157
140;15,06791571
140,25;15,51068291
140,5;15,66765077
140,75;15,86279134
141;16,02265169
141,25;16,14978824
141,5;16,34384591
141,75;16,48649494
142;16,12057199
142,25;16,52511632
142,5;16,73239321
142,75;17,00246641
143;17,13940801
143,25;16,6777927
143,5;16,36814164
143,75;15,97001072
144;15,70193145
144,25;15,54046149
144,5;15,46074512
144,75;15,36006832
145;15,21990817
145,25;15,00188591
145,5;14,63843978
145,75;14,42587999
146;14,45579545
146,25;14,59301571
146,5;14,69137843
146,75;15,38850135
147;16,05762669
147,25;16,28856615
147,5;16,67407214
147,75;16,76739636
148;17,20947372
148,25;17,50019264
148,5;17,94014311
148,75;18,57580936
149;18,79860229
149,25;19,15733415
149,5;18,9928207
149,75;19,02519027
150;18,44259375
150,25;18,21718792
150,5;18,00127362
150,75;18,23734424
151;17,93322937
151,25;17,93090031
151,5;17,55843561
151,75;17,09313751
152;16,83306163
152,25;16,34773621
152,5;16,42198953
152,75;16,48040131
153;16,78730327
153,25;17,34250882
153,5;17,32802447
153,75;17,40787029
154;17,47691843
154,25;17,46999981
154,5;17,52433616
154,75;17,9069951
155;17,97466096
155,25;18,23685007
155,5;18,20817615
155,75;18,33304436
156;17,90194746
156,25;17,45688315
156,5;17,07830695
156,75;16,74486152
157;16,57944878
157,25;16,70342512
157,5;16,74852599
157,75;16,31966589
158;15,93396295
158,25;15,81522657
158,5;15,51669727
158,75;15,8371457
159;16,0004959
159,25;16,44578404
159,5;16,93092652
159,75;17,41222781
160;17,98188623
160,25;18,01050943
160,5;18,36093955
160,75;18,51542526
161;19,16174366
161,25;19,53892884
161,5;19,96831112
161,75;20,27650554
162;20,52212385
162,25;20,28634141
162,5;20,08298936
162,75;19,68954755
163;19,44353373
163,25;19,464126
163,5;19,24136603
163,75;19,06772495
164;19,071411
164,25;18,4846289
164,5;18,11389397
164,75;17,67527271
165;17,80202172
165,25;17,76120185
165,5;18,10392473
165,75;18,43856728
166;18,45706142
166,25;18,62581179
166,5;18,63509422
166,75;18,48108087
167;18,66189235
167,25;18,89862414
167,5;19,25767047
167,75;19,55044995
168;19,60275029
168,25;19,53778823
168,5;19,32100258
168,75;18,94725492
169;18,40571411
169,25;18,07877767
169,5;17,96606072
169,75;17,9465367
170;17,90785983
170,25;17,67495045
170,5;17,56721021
170,75;17,24800028
171;17,00880798
171,25;16,83316987
171,5;17,23714431
171,75;17,73150425
172;18,23397108
172,25;18,57968724
172,5;19,01114601
172,75;19,23305396
173;19,52751308
173,25;19,6380078
173,5;20,21502584
173,75;20,78078693
174;21,26836201
174,25;21,62264393
174,5;21,49882067
174,75;21,53163634
175;21,20417084
175,25;20,93778181
175,5;20,8328266
175,75;20,76439326
176;20,516774
176,25;20,43400603
176,5;20,33970904
176,75;19,78573708
177;19,57333835
177,25;19,04906218
177,5;18,956987
177,75;18,99470155
178;19,07341484
178,25;19,55050813
178,5;19,82274855
178,75;19,94640492
179;19,83744835
179,25;19,91260365
179,5;20,12599683
179,75;20,26341671
180;20,37798278
180,25;20,64081244
180,5;21,01838187
180,75;20,92939456
181;20,73202914
181,25;20,11815775
181,5;19,73836443
181,75;19,43979699
182;19,20892971
182,25;19,07987333
182,5;19,06394619
182,75;18,87239594
183;18,71907045
183,25;18,3055666
183,5;18,13866493
183,75;18,0455759
184;18,25147467
184,25;18,71076788
184,5;19,39956582
184,75;19,73148335
185;20,04218307
185,25;20,49351879
185,5;20,86197871
185,75;21,03778046
186;21,31219616
186,25;22,10232773
186,5;22,41134736
186,75;22,66859536
187;23,10842918
187,25;22,70358811
187,5;22,71306315
187,75;22,25191351
188;21,96153597
188,25;21,94011087
188,5;21,88326468
188,75;21,80789397
189;21,41576444
189,25;21,37697239
189,5;20,94177389
189,75;20,49164068
190;20,27987232
190,25;20,15168036
190,5;20,17988157
190,75;20,5950806
191;21,1536259
191,25;21,27389131
191,5;20,83331376
191,75;21,1027752
192;21,18054808
192,25;21,30565322
192,5;21,83905165
192,75;22,03417714
193;22,22081433
193,25;22,07670861
193,5;21,83788436
193,75;21,4387496
194;20,95569832
194,25;20,70932197
194,5;20,56770334
194,75;20,54544144
195;20,45170173
195,25;20,21575913
195,5;20,09861086
195,75;19,77798395
196;19,65366613
196,25;19,37250728
196,5;19,53549396
196,75;20,0260672
197;20,32841314
197,25;20,86000871
197,5;21,40660787
197,75;21,55872518
198;21,89291207
198,25;22,10593775
198,5;22,53699842
198,75;22,9951372
199;23,57810684
199,25;23,93033058
199,5;24,15984325
199,75;24,09218495
200;23,89462909
200,25;23,52010184
200,5;23,35363056
200,75;23,30202514
201;23,0794489
201,25;23,04443738
201,5;23,12261416
201,75;22,7150768
202;22,21577589
202,25;21,80407143
202,5;21,64190825
202,75;21,49211677
203;21,63014901
203,25;21,7894702
203,5;22,26644268
203,75;22,25465223
204;22,51681107
204,25;22,44084806
204,5;22,09886382
204,75;22,45437156
205;22,69985506
205,25;23,04273688
205,5;23,36755521
205,75;23,5944745
206;23,14057432
206,25;22,99006281
206,5;22,27257945
206,75;22,18474284
207;21,86298773
207,25;21,77391826
207,5;21,60086294
207,75;21,62399368
208;21,28250803
208,25;21,13094554
208,5;20,83723699
208,75;20,57096167
209;20,71249056
209,25;21,10317498
209,5;21,5796066
209,75;22,01937534
210;22,41449078
210,25;22,86025292
210,5;23,13932746
210,75;23,11043549
211;23,48167929
211,25;24,20763888
211,5;24,75680951
211,75;25,07113438
212;25,39946775
212,25;25,59815209
212,5;25,2356091
212,75;24,89183723
213;24,67256441
213,25;24,46884429
213,5;24,3909038
213,75;24,21499636
214;24,25511941
214,25;23,93332853
214,5;23,41344103
214,75;22,97310999
215;22,83942138
215,25;22,72510614
215,5;23,00864511
215,75;22,92336752
216;23,2798135
216,25;23,64770306
216,5;23,68650554
216,75;23,66093072
217;23,68515892
217,25;23,69682298
217,5;23,81598868
217,75;24,30547102
218;24,5558066
218,25;24,61167636
218,5;24,57762471
218,75;24,15406523
219;23,73668643
219,25;23,42799961
219,5;23,12968601
219,75;23,19676126
220;22,98077062
220,25;22,85773177
220,5;22,7711855
220,75;22,37294379
221;22,06034689
221,25;22,16743103
221,5;22,06223617
221,75;22,08474078
222;22,59193257
222,25;23,19943388
222,5;23,31454403
222,75;24,02641764
223;24,36911835
223,25;24,48117688
223,5;24,88196353
223,75;25,25290859
224;25,92216645
224,25;26,37132269
224,5;26,6698852
224,75;26,73799946
225;26,60453785
225,25;26,29456834
225,5;26,03490758
225,75;25,70442026
226;25,77552371
226,25;25,58432201
226,5;25,56579957
226,75;25,22169381
227;24,83168998
227,25;24,53155704
227,5;24,111823
227,75;23,90296638
228;23,81678374
228,25;24,33468314
228,5;24,54960446
228,75;24,75130406
229;24,84940686
229,25;25,09855968
229,5;24,98917858
229,75;24,90958042
230;25,16324009
230,25;25,5589035
230,5;25,62069455
230,75;26,10443792
231;25,99862403
231,25;25,32831027
231,5;25,33907254
231,75;24,73982391
232;24,54959189
232,25;24,49724316
232,5;24,24142437
232,75;24,17064875
233;23,99265452
233,25;23,69876897
233,5;23,61438253
233,75;23,14384529
234;23,24319436
234,25;23,32806943
234,5;23,89496627
234,75;24,29648698
235;24,63537433
235,25;25,06854453
235,5;25,50270576
235,75;25,60706686
236;25,97114585
236,25;26,30613651
236,5;27,05824379
236,75;27,36534718
237;27,75366243
237,25;28,01011162
237,5;27,94088975
237,75;27,70616321
238;27,18911836
238,25;27,08191756
238,5;27,11636091
238,75;26,8167055
239;26,84193343
239,25;26,59532595
239,5;26,34227003
239,75;25,79209103
240;25,62847919
240,25;25,14581168
240,5;25,21425841
240,75;25,3654371
241;25,87611506
241,25;25,91856544
241,5;26,23651072
241,75;26,07011976
242;26,1073485
242,25;26,04266451
242,5;26,40170183
242,75;26,66548943
243;26,87732209
243,25;27,18015203
243,5;27,05594221
243,75;26,72861751
244;26,54011547
244,25;26,2446434
244,5;25,9177178
244,75;25,71351144
245;25,4609661
245,25;25,4806057
245,5;25,23904106
245,75;25,1455931
246;24,83849236
246,25;24,52114692
246,5;24,57436964
246,75;24,59934707
247;24,86245031
247,25;25,31644581
247,5;25,94741334
247,75;26,26376589
248;26,52295797
248,25;26,99245425
248,5;27,34825742
248,75;27,51616735
249;28,24739573
249,25;28,29605142
249,5;28,86830848
249,75;29,16761526
250;29,15521868
